Sensys Flugate FL3-2
Time [ns],rho [mm],phi [mm],z [mm],Bphi [nT],BphiStdDev [nT],Bz [nT],BzStdDev [nT],Brho [nT],BrhoStdDev [nT]
80276351023359,0,0,575,-9.20441,0.0408471,-3.49304,0.0485953,-9.9519,0.0466448
80280771025560,0,9.99298,575,-9.31284,0.0356207,-3.50313,0.0558783,-9.96057,0.0524962
80285191024269,0,19.9953,575,-9.42094,0.0325625,-3.49034,0.0579592,-9.98396,0.0498039
80289611024754,0,29.9977,575,-9.5449,0.0351333,-3.41051,0.0705365,-10.0523,0.0437327
80294031025719,0,40,575,-9.64643,0.0364206,-3.40401,0.0515184,-10.1072,0.0579002
80298451024188,0,49.993,575,-9.75015,0.0396095,-3.45307,0.0571537,-10.2615,0.064094
80302871026173,0,59.9953,575,-9.82445,0.0333224,-3.48792,0.0489175,-10.4158,0.0607352
80307291025122,0,69.9977,575,-9.91377,0.0391501,-3.49693,0.0491917,-10.5272,0.05974
80311711024371,0,80,575,-9.92346,0.0315652,-3.42152,0.0581266,-10.6389,0.0423547
80316131023296,0,89.993,575,-9.90395,0.0453271,-3.44952,0.0426615,-10.7614,0.0534158
80320551023181,0,99.9953,575,-9.9092,0.0399516,-3.42507,0.0430668,-10.9083,0.0591853
80324971022923,0,109.998,575,-9.85774,0.0410905,-3.43403,0.0664742,-11.0668,0.0513563
80329391023192,0,120,575,-9.75981,0.033343,-3.45108,0.0499011,-11.134,0.0540901
80333811022825,0,129.993,575,-9.65061,0.0368066,-3.41396,0.0418772,-11.3229,0.0455652
80338231025098,0,139.995,575,-9.50771,0.0310086,-3.4382,0.060804,-11.3641,0.0470918
80342651024707,0,149.998,575,-9.36538,0.0375414,-3.42724,0.052596,-11.4223,0.051031
80347071023248,0,160,575,-9.17486,0.0344785,-3.44483,0.0439211,-11.465,0.058138
80351491025449,0,169.993,575,-9.09026,0.0390039,-3.39701,0.0448335,-11.5234,0.0540363
80355911024998,0,179.995,575,-8.92795,0.0334063,-3.45027,0.0547212,-11.4689,0.0408766
80360331026215,0,189.998,575,-8.79128,0.0334251,-3.44706,0.0574775,-11.4216,0.0516759
80364751023160,0,200,575,-8.676,0.0337796,-3.45863,0.0566979,-11.3772,0.0534171
80369171024125,0,209.993,575,-8.57366,0.0471124,-3.44648,0.045655,-11.3207,0.0441966
80373591023314,0,219.995,575,-8.48794,0.0416156,-3.40581,0.0432865,-11.212,0.0573239
80378011023031,0,229.998,575,-8.39729,0.0366725,-3.43426,0.0552367,-11.0424,0.0480144
80382431025004,0,240,575,-8.39033,0.0348853,-3.43003,0.0496287,-10.9701,0.0495933
80386851025741,0,249.993,575,-8.38325,0.0346373,-3.51184,0.0688668,-10.8385,0.0467203
80391271023046,0,259.995,575,-8.37258,0.031691,-3.47004,0.0538495,-10.6859,0.0522473
80395691025703,0,269.998,575,-8.37047,0.036942,-3.5188,0.0549533,-10.6078,0.0570822
80400111024736,0,280,575,-8.39894,0.0392715,-3.52297,0.0484586,-10.4146,0.0470899
80404531023625,0,289.993,575,-8.4822,0.0417967,-3.46869,0.0523937,-10.3034,0.0558567
80408951024567,0,299.995,575,-8.52118,0.0341596,-3.4157,0.0596726,-10.1673,0.0497648
80413371023396,0,309.998,575,-8.59274,0.0404838,-3.42869,0.0441682,-10.1067,0.0590052
80417791025021,0,320,575,-8.70616,0.0452524,-3.42265,0.0483469,-10.035,0.0512835
80422211023970,0,329.993,575,-8.85252,0.039101,-3.46432,0.0521061,-9.98838,0.0488915
80426631024071,0,339.995,575,-8.93917,0.0422215,-3.42597,0.0472553,-9.97273,0.0533253
80431051023716,0,349.998,575,-9.08825,0.0372805,-3.41053,0.0466239,-9.9538,0.0488647
80435471025965,0,360,575,-9.21303,0.0339108,-3.40665,0.0651365,-9.94232,0.046673
80463153024693,0,0,575,-9.1825,0.0386504,-3.38866,0.0493487,-9.94441,0.0510381
80463153024693,0,0,575,-9.1825,0.0386504,-3.38866,0.0493487,-9.94441,0.0510381
