Sensys Flugate FL3-2
Time [ns],rho [mm],phi [mm],z [mm],Bphi [nT],BphiStdDev [nT],Bz [nT],BzStdDev [nT],Brho [nT],BrhoStdDev [nT]
22361121026015,0,0,575,-10.6327,0.0355955,-3.28574,0.0553301,-12.2676,0.0520211
22365541025288,0,9.99298,575,-10.3881,0.0385154,-3.28242,0.0400237,-12.6526,0.0465716
22369961023169,0,19.9953,575,-10.037,0.039745,-3.33088,0.0506298,-12.8813,0.0496714
22374381023210,0,29.9977,575,-9.69175,0.0356671,-3.25172,0.0446403,-13.0985,0.04279
22378801025615,0,40,575,-9.3506,0.0379681,-3.23756,0.046829,-13.2771,0.0563467
22383221025213,0,49.993,575,-8.96265,0.0399567,-3.14837,0.0519946,-13.2919,0.0518051
22387641024870,0,59.9953,575,-8.52622,0.0463463,-3.17734,0.0453805,-13.2905,0.0472311
22392061024623,0,69.9977,575,-8.14974,0.0346238,-3.13089,0.0465123,-13.2279,0.0516125
22396481024328,0,80,575,-7.79531,0.0407799,-3.18134,0.0388029,-13.137,0.0614393
22400901025461,0,89.993,575,-7.42115,0.0419524,-3.1685,0.0488126,-12.9583,0.0461246
22405321024734,0,99.9953,575,-7.09888,0.0345492,-3.11464,0.0466889,-12.7123,0.0469968
22409741023659,0,109.998,575,-6.79943,0.0394672,-3.02378,0.0555867,-12.3795,0.0491409
22414161023688,0,120,575,-6.56255,0.03995,-3.10111,0.0477628,-11.9727,0.0589461
22418581023909,0,129.993,575,-6.37218,0.0329694,-3.11715,0.0495322,-11.5521,0.0473423
22423001024910,0,139.995,575,-6.286,0.0433897,-3.08021,0.0612713,-11.2002,0.0445163
22427421024255,0,149.998,575,-6.22539,0.0362394,-3.13343,0.0471057,-10.7582,0.0590915
22431841023216,0,160,575,-6.22979,0.0467446,-3.0917,0.0409258,-10.338,0.0510211
22436261025561,0,169.993,575,-6.33496,0.0396177,-3.10616,0.046293,-9.89266,0.0475212
22440681023202,0,179.995,575,-6.52368,0.0383917,-3.19627,0.0548358,-9.49158,0.0539398
22445101025271,0,189.998,575,-6.80004,0.0361977,-3.207,0.0568621,-9.11717,0.0448583
22449521025144,0,200,575,-7.11386,0.0385369,-3.14402,0.0472991,-8.89196,0.0439815
22453941023037,0,209.993,575,-7.5169,0.0381465,-3.17503,0.0486375,-8.66008,0.0407557
22458361024110,0,219.995,575,-7.8928,0.0357986,-3.17329,0.055221,-8.51433,0.0470983
22462781024980,0,229.998,575,-8.39602,0.0426077,-3.18494,0.0426541,-8.4269,0.0436985
22467201024001,0,240,575,-8.89019,0.0383365,-3.26917,0.047284,-8.34846,0.0447943
22471621026082,0,249.993,575,-9.31275,0.034077,-3.19337,0.0463987,-8.41199,0.0451682
22476041023711,0,259.995,575,-9.77492,0.0375997,-3.21058,0.0451605,-8.62611,0.0444108
22480461026188,0,269.998,575,-10.1874,0.0451998,-3.21735,0.04485,-8.83161,0.0482698
22484881022893,0,280,575,-10.5215,0.0387374,-3.23922,0.0389797,-9.08502,0.0553235
22489301024206,0,289.993,575,-10.8139,0.0362642,-3.24643,0.0497899,-9.42122,0.0452915
22493721024091,0,299.995,575,-11.0164,0.0315181,-3.22582,0.058105,-9.86583,0.0444128
22498141025440,0,309.998,575,-11.1376,0.0384281,-3.23132,0.0457295,-10.2256,0.0506598
22502561025733,0,320,575,-11.2028,0.0397196,-3.22112,0.0456964,-10.6435,0.0572743
22506981024934,0,329.993,575,-11.1407,0.045722,-3.187,0.041423,-11.0602,0.0516571
22511401026091,0,339.995,575,-11.0825,0.0418707,-3.17154,0.0597298,-11.5231,0.0425706
22515821024992,0,349.998,575,-10.9202,0.0369629,-3.18922,0.0513019,-11.8989,0.0448577
22520241025753,0,360,575,-10.6725,0.0411279,-3.14388,0.0465448,-12.3024,0.0486981
22547921025106,0,0,575,-10.6494,0.042599,-3.17378,0.0479365,-12.2496,0.0458006
22585823025573,500,0,575,-11.7052,0.0448943,-2.88911,0.0439067,-11.7684,0.0476911
22590243023442,500,9.99298,575,-11.6134,0.0455522,-2.82765,0.0624222,-12.5324,0.0407706
22594663023171,500,19.9953,575,-11.292,0.0344248,-2.77774,0.0434654,-13.3008,0.050242
22599083024112,500,29.9977,575,-10.8529,0.0411232,-2.76153,0.0647624,-13.944,0.0470839
22603503022893,500,40,575,-10.1932,0.0452746,-2.76146,0.0490817,-14.4383,0.0470045
22607923023630,500,49.993,575,-9.47594,0.0401155,-2.70786,0.0484933,-14.8182,0.0465294
22612343025123,500,59.9953,575,-8.65604,0.0446968,-2.68295,0.0521533,-14.968,0.0413873
22616763025284,500,69.9977,575,-7.7877,0.0394917,-2.72866,0.0425154,-14.98,0.0517828
22621183024701,500,80,575,-7.03814,0.0414718,-2.77306,0.0500018,-14.7813,0.0470188
22625603024178,500,89.993,575,-6.25508,0.0298498,-2.79552,0.0578747,-14.375,0.0601948
22630023024027,500,99.9953,575,-5.55701,0.0397975,-2.89596,0.0489448,-13.7468,0.0535995
22634443026132,500,109.998,575,-5.11777,0.036163,-2.97353,0.0427794,-12.8264,0.0457162
22638863023857,500,120,575,-4.89768,0.0389239,-3.02981,0.0515241,-11.8689,0.0484756
22643283023178,500,129.993,575,-5.05043,0.0447296,-3.16567,0.0571304,-10.8697,0.0465825
22647703023291,500,139.995,575,-5.4429,0.0366257,-3.20858,0.0578988,-10.0133,0.0494866
22652123023393,500,149.998,575,-6.07152,0.0323554,-3.32505,0.0486933,-9.40404,0.0477177
22656543023278,500,160,575,-6.77095,0.035693,-3.40631,0.0543093,-9.03968,0.0487216
22660963023751,500,169.993,575,-7.46345,0.0336889,-3.44455,0.0454418,-8.9784,0.0450282
22665383024008,500,179.995,575,-8.03158,0.0367777,-3.47761,0.0428722,-9.10598,0.0472504
22669803023269,500,189.998,575,-8.37854,0.0392505,-3.53883,0.0485864,-9.33314,0.0404737
22674223023526,500,200,575,-8.53208,0.0390873,-3.53454,0.0479255,-9.6451,0.0534432
22678643023399,500,209.993,575,-8.59465,0.0402123,-3.53878,0.0547762,-9.83184,0.0478095
22683063024172,500,219.995,575,-8.59623,0.0377585,-3.50621,0.051239,-9.97451,0.0406743
22687483025749,500,229.998,575,-8.5391,0.0408511,-3.42982,0.0487766,-10.0037,0.0465962
22691903026018,500,240,575,-8.53446,0.03555,-3.37288,0.0421067,-9.95732,0.0437595
22696323024331,500,249.993,575,-8.56444,0.0384786,-3.32853,0.0507587,-9.81561,0.0461414
22700743025356,500,259.995,575,-8.73972,0.0397655,-3.25558,0.0525494,-9.65634,0.0514432
22705163025553,500,269.998,575,-8.91344,0.0356823,-3.19694,0.0406485,-9.56015,0.055124
22709583023878,500,280,575,-9.08576,0.0386594,-3.11493,0.040139,-9.48677,0.049598
22714003023019,500,289.993,575,-9.3353,0.0397513,-3.05805,0.0546293,-9.38433,0.0449858
22718423024080,500,299.995,575,-9.72696,0.0426702,-2.98625,0.0615294,-9.31458,0.0516456
22722843025633,500,309.998,575,-10.1155,0.0353975,-2.96118,0.045161,-9.37354,0.0544819
22727263025806,500,320,575,-10.5821,0.0350776,-2.95219,0.0448407,-9.55238,0.0476907
