Sensys Flugate FL3-2
Time [ns],rho [mm],phi [mm],z [mm],Bphi [nT],BphiStdDev [nT],Bz [nT],BzStdDev [nT],Brho [nT],BrhoStdDev [nT]
447526723629582,756.993,0,1000,-13.2418,0.0499157,-3.74928,0.0463962,-9.55154,0.0482343
447531745629218,756.993,19.9953,1000,-12.8468,0.031213,-3.1064,0.0429238,-12.8961,0.0404599
447536765629514,756.993,40,1000,-10.8997,0.0337233,-2.4784,0.0445391,-13.9486,0.0435383
447541787630877,756.993,59.9953,1000,-9.56982,0.040129,-2.04876,0.0463942,-14.6738,0.0397928
447546809629265,756.993,80,1000,-7.85865,0.0364662,-1.63084,0.0520446,-15.0025,0.045985
447551831629069,756.993,99.9953,1000,-6.17477,0.0420726,-1.57998,0.0475449,-14.2313,0.03893
447556853630408,756.993,120,1000,-5.24144,0.0389291,-1.70057,0.0485248,-12.6204,0.0596742
447561875629600,756.993,139.995,1000,-5.68051,0.0442074,-1.90452,0.0516612,-10.5997,0.0476224
447566897628155,756.993,140.134,1000,-5.77996,0.0382753,-1.87271,0.0623396,-10.4718,0.0420031
447608471629496,756.993,179.995,1000,-9.33764,0.0401953,-2.51335,0.0580258,-11.1667,0.0604626
447613493628220,756.993,182.475,1000,-9.50737,0.0422026,-2.73769,0.0628442,-11.3865,0.0641082
447663479629085,756.993,219.995,1000,-5.06467,0.0418566,-2.89986,0.0542115,-13.0788,0.0551841
447668499631325,756.993,240,1000,-4.31869,0.0371734,-2.45183,0.0611735,-11.3657,0.0643214
447673519628129,756.993,259.995,1000,-4.27298,0.0401084,-2.99373,0.0417068,-9.37717,0.0545786
447678541630380,756.993,259.812,1000,-4.3334,0.0375379,-2.95078,0.055866,-9.28556,0.0468685
447744349630193,756.993,299.995,1000,-6.72073,0.0400372,-3.47909,0.0522653,-7.24191,0.0633536
447749371629517,756.993,299.559,1000,-6.8316,0.0459538,-3.6594,0.0459675,-7.24181,0.0582389
447823191630892,756.993,339.995,1000,-11.2903,0.0319585,-4.13751,0.0493207,-5.78394,0.052183
447828213629616,756.993,339.568,1000,-11.5893,0.0453966,-4.13671,0.0454414,-6.07608,0.0506725
447867585628065,756.993,0,906,-13.2446,0.0413541,-3.46082,0.0394504,-9.34764,0.0512162
447872607630269,756.993,19.9953,906,-13.0353,0.0342692,-3.18485,0.0474417,-12.7237,0.0576593
447877629629809,756.993,40,906,-11.0321,0.0372293,-2.4989,0.0502119,-13.954,0.0453071
447882651629588,756.993,59.9953,906,-9.64944,0.046243,-2.09031,0.0529949,-14.775,0.0398441
447887673630352,756.993,80,906,-7.93437,0.043287,-1.75463,0.0519383,-15.1617,0.0619662
447892695630059,756.993,99.9953,906,-6.13948,0.0508753,-1.65545,0.0492104,-14.3787,0.0529816
447897717628087,756.993,120,906,-5.20532,0.0422794,-1.8316,0.0431928,-12.7868,0.04045
447902739629918,756.993,139.995,906,-5.63089,0.0356683,-2.03013,0.0490834,-10.5733,0.0506137
