Inclinometer Kelag KQS901-51Q
Time [ns],rho [mm],phi [mm],z [mm],Along X [mDegree],Along X StdDev [mDegree],Along Y [mDegree],Along Y StdDev [mDegree]
1199073882011718,30,0,450,2560.31,1.71205,2496.25,0.74471
1199080308028979,30,72,450,2575.44,5.73086,2494.24,5.195
1199086734012556,30,144,450,2577.78,3.89493,2480.09,3.05389
1199093160040748,30,216,450,2566.1,7.21722,2472.92,1.57095
1199099586014389,30,288,450,2554.71,2.46733,2482.85,3.46943
1199106012032105,30,360,450,2561.4,5.78763,2496.25,3.9116
1199131690011132,71.9927,0,450,2557.55,3.04234,2497.29,2.18711
1199138116032641,71.9927,72,450,2572.14,4.61054,2495.49,5.17149
1199144542011238,71.9927,144,450,2574.94,3.94882,2481.71,2.83568
1199150968030502,71.9927,216,450,2563.12,5.62197,2475.11,1.27256
1199157394014211,71.9927,288,450,2551.8,1.34246,2484.73,1.48929
1199163820032792,71.9927,360,450,2558.64,3.34881,2498.1,3.75151
1199189498012431,113.995,0,450,2555.72,2.91931,2497.04,1.24455
1199195924030987,113.995,72,450,2569.97,3.84521,2495.2,3.78116
1199202350011816,113.995,144,450,2573.12,3.98194,2481.38,2.66721
1199208776038581,113.995,216,450,2561.17,3.6446,2474.59,1.31787
1199215202013217,113.995,288,450,2549.81,1.31718,2484.25,1.70947
1199221628036478,113.995,360,450,2556.49,2.84607,2497.62,3.35917
1199247304028544,155.996,0,450,2556.45,2.80689,2500.74,1.78025
1199253730013297,155.996,72,450,2570.74,3.36124,2499.23,3.6629
1199260156029105,155.996,144,450,2573.69,2.92361,2485.15,3.85427
1199266582013486,155.996,216,450,2562.01,2.87419,2478.69,1.0834
1199273008050751,155.996,288,450,2551.07,1.16737,2488.45,1.69386
1199279434012487,155.996,360,450,2557.39,1.95846,2501.27,1.84774
1199305110012737,197.998,0,450,2564.65,3.28466,2504.42,1.97205
1199311536040366,197.998,72,450,2579.13,7.02297,2502.33,6.93245
1199317962014102,197.998,144,450,2581.53,2.09336,2488.92,4.98522
1199324388033871,197.998,216,450,2570.14,2.00834,2482.47,0.888922
1199330814013200,197.998,288,450,2558.94,0.920439,2492.07,1.5182
1199337240040228,197.998,360,450,2565.52,2.43732,2504.97,1.46631
1199362918012283,240,0,450,2570.19,3.20682,2503.56,2.24008
1199369344037764,240,72,450,2583.77,2.9362,2501.69,3.93022
1199375770011525,240,144,450,2586.33,2.50099,2487.38,4.67104
1199382196029685,240,216,450,2575.27,1.73102,2481.3,0.767956
1199388622013514,240,288,450,2564.3,1.96624,2491,1.10004
1199395048026911,240,360,450,2570.35,4.10605,2503.68,1.74036
1199420724038897,281.993,0,450,2560.72,3.64068,2504.73,1.54341
1199427150012741,281.993,72,450,2574.34,1.85247,2503.3,2.3901
1199433576028490,281.993,144,450,2577.06,3.09606,2489.3,3.59092
1199440002014131,281.993,216,450,2566.27,2.42001,2483.12,1.57028
1199446428029171,281.993,288,450,2555.7,3.57109,2492.83,4.02651
1199452856029265,281.993,360,450,2561.19,5.40067,2505.32,1.37224
1199478532037195,323.995,0,450,2554.94,5.09367,2505.11,1.65303
1199484960028252,323.995,72,450,2569.15,9.36805,2503.18,6.05183
1199491386012465,323.995,144,450,2571.76,2.79495,2490.42,1.13454
1199497812033962,323.995,216,450,2560.62,3.13731,2483.32,1.67215
1199504238013506,323.995,288,450,2549.83,3.67687,2493.18,4.29205
1199510664030239,323.995,360,450,2555.38,5.98751,2505.6,1.68812
1199536340028485,365.996,0,450,2555.34,6.39503,2506.18,1.79591
1199542766011714,365.996,72,450,2569.39,5.48888,2504.45,5.46655
1199549192032406,365.996,144,450,2572.53,2.638,2491.39,3.45673
1199555618011975,365.996,216,450,2561.94,6.44674,2484.53,1.9737
1199562044033496,365.996,288,450,2551.32,9.02639,2494.27,7.25209
1199568470014336,365.996,360,450,2556.12,6.48491,2506.32,2.27911
1199594146012210,407.998,0,450,2560.23,8.79536,2509.4,2.06951
1199600572028619,407.998,72,450,2574.32,5.49594,2507.99,4.32865
1199606998012820,407.998,144,450,2578.37,7.08405,2495.58,4.39346
1199613424029312,407.998,216,450,2567.67,8.90878,2488.16,3.34285
1199619850013057,407.998,288,450,2556.74,10.9677,2497.49,6.78176
1199626276030402,407.998,360,450,2561.61,9.36998,2509.64,2.34637
1199651952031312,450,0,450,2558.66,12.751,2508.83,2.36703
1199658378014156,450,72,450,2573.84,12.3034,2507.14,8.91829
1199664804032173,450,144,450,2578.82,15.6045,2495.05,8.04935
1199671230012534,450,216,450,2567.46,12.0253,2487.32,4.2762
1199677656028870,450,288,450,2555.78,12.7673,2496.71,8.3693
1199684082011271,450,360,450,2562.01,16.9349,2508.88,3.36006
1199709758010981,491.993,0,450,2551.12,19.8654,2508.82,2.72778
1199716184032346,491.993,72,450,2569.32,22.0852,2507.48,8.39921
1199722610011782,491.993,144,450,2572.09,9.93071,2494.52,4.9062
1199729036038319,491.993,216,450,2560.98,16.2723,2486.92,3.95882
1199735462011443,491.993,288,450,2549.35,16.586,2496.47,5.64435
1199741888027444,491.993,360,450,2557.47,32.8876,2509.23,2.73142
