Sensys Flugate FL3-2
Time [ns],rho [mm],phi [mm],z [mm],Bphi [nT],BphiStdDev [nT],Bz [nT],BzStdDev [nT],Brho [nT],BrhoStdDev [nT]
443688659438471,756.993,314.994,150,-8.89742,0.0376309,-2.66224,0.0472486,-9.45491,0.0546584
443692077438616,756.993,314.994,150,-8.92379,0.045454,-2.67112,0.042775,-9.42537,0.0467027
443696507436878,756.993,314.994,158,-8.93773,0.0364987,-2.6947,0.0522104,-9.45072,0.0530401
443699925436386,756.993,314.994,158,-8.94184,0.0386393,-2.70255,0.0464209,-9.42516,0.0461638
443704355436341,756.993,314.994,166,-8.96775,0.031587,-2.70803,0.0446859,-9.44972,0.0451626
443707773438549,756.993,314.994,166,-8.93216,0.0377805,-2.70738,0.0436464,-9.44224,0.0467314
443712203437507,756.993,314.994,174,-8.96267,0.033247,-2.73852,0.0525568,-9.46334,0.0494787
443715621438408,756.993,314.994,174,-8.96506,0.0376232,-2.68021,0.0505276,-9.44118,0.0423976
443720051439442,756.993,314.994,182,-8.97929,0.0415406,-2.69446,0.05487,-9.49048,0.0515524
443723469438926,756.993,314.994,182,-8.98318,0.0359404,-2.83467,0.0475185,-9.46102,0.0578867
443727899436384,756.993,314.994,190,-8.96045,0.042225,-2.79569,0.0471944,-9.43979,0.0575622
443731317438401,756.993,314.994,190,-8.93711,0.0432091,-2.7568,0.0546412,-9.44226,0.0554611
443735747437695,756.993,314.994,198,-8.92887,0.0410459,-2.79062,0.0535576,-9.48121,0.0576682
443739165437959,756.993,314.994,198,-8.92759,0.04099,-2.7836,0.0452707,-9.51984,0.0496913
443743595438153,756.993,314.994,206,-8.95442,0.0373736,-2.76186,0.0531995,-9.4574,0.0537657
443747013438274,756.993,314.994,206,-9.00439,0.0437517,-2.74602,0.0511843,-9.41877,0.0520488
443751443439656,756.993,314.994,214,-8.94987,0.0424016,-2.82517,0.061497,-9.43214,0.0511502
443754861437856,756.993,314.994,214,-8.95677,0.0402608,-2.77736,0.0513662,-9.44939,0.055853
443759291437762,756.993,314.994,222,-9.00635,0.0353584,-2.73533,0.0486171,-9.46554,0.0550461
443762709439683,756.993,314.994,222,-9.01925,0.0383583,-2.6955,0.067365,-9.49535,0.047821
443767139437981,756.993,314.994,230,-9.03601,0.0339987,-2.66889,0.0516193,-9.46826,0.0558675
443770557438077,756.993,314.994,230,-9.07562,0.0358958,-2.69617,0.0405936,-9.44922,0.0520399
443774987438091,756.993,314.994,238,-9.04052,0.0428779,-2.71374,0.0433779,-9.43137,0.0516024
443778405437948,756.993,314.994,238,-9.05373,0.0358299,-2.71128,0.0486229,-9.47225,0.0537166
443782835436990,756.993,314.994,246,-9.03919,0.0300174,-2.78011,0.0425757,-9.45391,0.0433009
443786253437494,756.993,314.994,246,-9.01087,0.0318282,-2.78602,0.0579077,-9.41617,0.0504802
443790683439476,756.993,314.994,254,-9.05283,0.0360229,-2.77475,0.0557936,-9.41969,0.06124
443794101436921,756.993,314.994,254,-9.03479,0.034251,-2.74995,0.0498636,-9.48523,0.0535933
443798531436659,756.993,314.994,262,-9.07213,0.0326777,-2.78832,0.0453072,-9.47974,0.0472356
443801949436443,756.993,314.994,262,-9.07263,0.0366197,-2.72887,0.0543499,-9.46381,0.0513548
443806379439158,756.993,314.994,270,-9.06725,0.0441478,-2.82541,0.0448592,-9.43725,0.04704
443809797437454,756.993,314.994,270,-9.08065,0.0304161,-2.85096,0.0538499,-9.41251,0.0725677
443814227437396,756.993,314.994,278,-9.0598,0.0375816,-2.75523,0.0529678,-9.4507,0.0577087
443817645436808,756.993,314.994,278,-9.04166,0.0362188,-2.76097,0.0566272,-9.47269,0.0500122
443822075439547,756.993,314.994,286,-9.06978,0.0346467,-2.8178,0.0469272,-9.4243,0.0431109
443825493438215,756.993,314.994,286,-9.06695,0.0389487,-2.87185,0.0595787,-9.42439,0.0506337
443829923438613,756.993,314.994,294,-9.06259,0.0410393,-2.82263,0.0443778,-9.41576,0.058346
443833341436814,756.993,314.994,294,-9.08463,0.03549,-2.77532,0.0406931,-9.41211,0.0566191
443837771437776,756.993,314.994,302,-9.07153,0.0364147,-2.80858,0.0546034,-9.41166,0.0488653
443841189437224,756.993,314.994,302,-9.05862,0.0382641,-2.79178,0.057016,-9.39744,0.0551417
