Inclinometer Kelag KQS901-51Q
Time [ns],rho [mm],phi [mm],z [mm],Along X [mDegree],Along X StdDev [mDegree],Along Y [mDegree],Along Y StdDev [mDegree]
4112516245221756,-15,0,450,2569.06,0.530635,2497.7,0.416033
4112520163221900,-15,9.99298,450,2571.11,3.2153,2497.33,3.04274
4112524081223231,-15,19.9953,450,2573.25,1.22475,2498.46,1.67693
4112527999223315,-15,29.9977,450,2575.29,1.15793,2499.26,0.728211
4112531917223206,-15,40,450,2577.71,0.775752,2499.78,0.662083
4112535835222882,-15,49.993,450,2580.41,0.995,2499.94,0.624382
4112539755222670,-15,59.9953,450,2583.37,0.788302,2499.59,0.701488
4112543673222814,-15,69.9977,450,2585.75,1.28685,2498.8,0.746795
4112547591222393,-15,80,450,2587.91,0.964419,2497.54,0.688353
4112551509223977,-15,89.993,450,2590.02,1.05686,2495.82,0.664526
4112555427222056,-15,99.9953,450,2591.54,1.19095,2493.72,0.628918
4112559345221900,-15,109.998,450,2592.82,1.28674,2491.66,0.852631
4112563263223039,-15,120,450,2593.76,1.57935,2489.34,0.849117
4112567181222919,-15,129.993,450,2594.23,1.77218,2487.02,0.778933
4112571099223002,-15,139.995,450,2594.58,1.49784,2484.81,0.80178
4112575017223962,-15,149.998,450,2594.13,1.74958,2482.3,1.56595
4112578935222941,-15,160,450,2593.43,2.0759,2480.05,1.36029
4112582853221813,-15,169.993,450,2592.5,2.03103,2478.23,1.6567
4112586771224332,-15,179.995,450,2591.09,3.62604,2476.22,1.82825
4112590689222316,-15,189.998,450,2588.93,1.04272,2474.36,1.16391
4112594607221331,-15,200,450,2586.8,0.987632,2472.93,1.10572
4112598525221798,-15,209.993,450,2584.44,0.902136,2471.97,0.878766
4112602443224090,-15,219.995,450,2581.9,0.830391,2471.44,0.707444
4112606361222289,-15,229.998,450,2579.11,0.912751,2471.16,0.778821
4112610279224473,-15,240,450,2576.37,0.750488,2471.35,0.667718
4112614197223668,-15,249.993,450,2573.54,1.0804,2471.93,0.848189
4112618115223176,-15,259.995,450,2571.07,0.920879,2473.23,0.911436
4112622033222047,-15,269.998,450,2569.24,1.26313,2475.22,0.929738
4112625951223151,-15,280,450,2567.62,1.32205,2477.29,0.930914
4112629869220990,-15,289.993,450,2566.41,1.77437,2479.51,0.883408
4112633787221518,-15,299.995,450,2565.61,2.12667,2481.91,0.787859
4112637705224181,-15,309.998,450,2565.39,1.29983,2484.16,0.690391
4112641623223017,-15,320,450,2565.2,1.18806,2486.62,0.788717
4112645541222584,-15,329.993,450,2565.3,1.73893,2489.14,0.857785
4112649461221509,-15,339.995,450,2566.28,1.32399,2491.49,0.895423
4112653379222612,-15,349.998,450,2567.54,1.02682,2493.55,0.736498
4112657297221988,-15,360,450,2569,1.39692,2495.48,0.865956
4112684479222287,65,0,450,2562.22,1.38418,2497.5,1.00182
4112688397221818,65,9.99298,450,2564.91,2.5222,2497.31,2.30782
4112692315222994,65,19.9953,450,2566.95,0.866825,2498.34,1.34771
4112696233221613,65,29.9977,450,2569.08,0.918944,2499.37,0.555311
4112700151223809,65,40,450,2571.39,0.912851,2499.85,0.666273
4112704069222764,65,49.993,450,2574.01,0.770615,2500.12,0.596761
4112707987221612,65,59.9953,450,2576.97,0.655963,2499.94,0.755716
4112711905223363,65,69.9977,450,2579.36,0.775979,2499.05,0.727514
4112715823221947,65,80,450,2581.49,0.821475,2497.79,0.831124
4112719741221526,65,89.993,450,2583.53,0.67052,2496.02,0.564876
4112723659222966,65,99.9953,450,2585.15,0.840699,2494.01,0.484058
4112727577221105,65,109.998,450,2586.29,0.93809,2491.88,0.707405
4112731495223433,65,120,450,2587.13,1.28023,2489.64,0.804802
4112735413222952,65,129.993,450,2587.75,0.989082,2487.26,0.867382
4112739331222808,65,139.995,450,2587.89,1.01708,2484.95,0.616862
4112743249224343,65,149.998,450,2587.81,1.99056,2482.37,1.62574
4112747167222771,65,160,450,2587.04,4.04819,2480.37,1.88531
4112751085222794,65,169.993,450,2586.22,1.73433,2478.41,1.49792
4112755003221522,65,179.995,450,2584.45,0.882334,2476.29,1.08589
4112758921222181,65,189.998,450,2582.5,0.792422,2474.42,0.71934
4112762839222517,65,200,450,2580.42,0.875123,2473.08,0.8997
4112766757221232,65,209.993,450,2577.97,0.749233,2471.92,0.660234
4112770675222551,65,219.995,450,2575.29,0.953125,2471.18,0.82069
4112774593221435,65,229.998,450,2572.42,0.942889,2470.81,0.628231
4112778511221758,65,240,450,2569.65,0.710412,2471.03,0.555785
4112782429222406,65,249.993,450,2566.94,0.785665,2471.72,0.637706
4112786347224301,65,259.995,450,2564.82,0.671899,2473.36,0.717594
4112790265222165,65,269.998,450,2563.02,0.806044,2475.29,0.780729
4112794183223808,65,280,450,2561.52,1.15428,2477.4,0.961578
4112798101221312,65,289.993,450,2560.22,1.03133,2479.43,0.710277
4112802019222163,65,299.995,450,2559.32,1.03841,2481.68,0.703142
4112805937224407,65,309.998,450,2558.99,1.108,2484.03,0.654711
4112809855224394,65,320,450,2558.64,1.02468,2486.49,0.496141
4112813773222894,65,329.993,450,2558.96,1.01817,2489.01,0.668085
4112817691222449,65,339.995,450,2559.8,1.21785,2491.35,0.843439
4112821609222677,65,349.998,450,2561.02,0.782304,2493.53,0.537958
4112825527224104,65,360,450,2562.56,0.991266,2495.4,0.684067
4112852709222988,145,0,450,2559.38,1.19998,2501.86,0.861398
4112856627222231,145,9.99298,450,2561.96,2.30563,2501.77,2.34959
4112860545221366,145,19.9953,450,2563.95,0.927534,2502.8,1.37394
4112864463224450,145,29.9977,450,2566.06,0.622831,2503.87,1.00651
4112868381223357,145,40,450,2568.55,0.64055,2504.57,0.752529
4112872299221785,145,49.993,450,2571.09,0.625797,2504.6,0.712171
4112876217222900,145,59.9953,450,2574.03,0.823228,2504.21,0.751575
4112880135221892,145,69.9977,450,2576.41,0.627497,2503.32,0.874366
4112884053223055,145,80,450,2578.52,0.745694,2502.03,0.619474
4112887971221399,145,89.993,450,2580.61,0.573117,2500.55,0.471462
4112891889222106,145,99.9953,450,2582.18,0.797063,2498.48,0.592959
4112895807222418,145,109.998,450,2583.38,0.705795,2496.49,0.669764
4112899725223185,145,120,450,2584.26,0.825704,2494.24,0.911498
4112903643224241,145,129.993,450,2584.82,0.745374,2491.97,0.664145
4112907561222776,145,139.995,450,2584.91,0.687092,2489.59,0.689906
4112911479224732,145,149.998,450,2584.62,0.980337,2487.08,1.59678
4112915397222127,145,160,450,2584.2,0.87504,2485.15,1.24855
4112919315221779,145,169.993,450,2583.03,0.613232,2483.11,1.11132
4112923233222858,145,179.995,450,2581.42,0.594055,2480.98,0.854822
4112927151224034,145,189.998,450,2579.47,0.621217,2479.06,0.613468
4112931069223901,145,200,450,2577.37,0.703357,2477.78,0.761256
4112934987221669,145,209.993,450,2574.94,0.822457,2476.57,0.576524
4112938905223036,145,219.995,450,2572.39,0.736291,2475.9,0.634558
4112942823223348,145,229.998,450,2569.57,0.734998,2475.55,0.502731
4112946741223371,145,240,450,2566.87,0.676335,2475.81,0.716125
4112950659221847,145,249.993,450,2564.15,0.669166,2476.42,0.574841
4112954577221246,145,259.995,450,2561.86,0.658642,2477.85,0.643688
4112958495221222,145,269.998,450,2560.2,0.868413,2479.91,0.92308
4112962413222541,145,280,450,2558.57,0.8613,2481.83,0.705322
4112966331223272,145,289.993,450,2557.45,0.797466,2484.09,0.603605
4112970249223716,145,299.995,450,2556.3,0.662615,2486.19,0.688851
4112974167224147,145,309.998,450,2555.92,0.640887,2488.55,0.689234
4112978085222899,145,320,450,2555.55,0.641421,2491.13,0.587768
4112982003222586,145,329.993,450,2555.89,0.616259,2493.56,0.605901
4112985921221506,145,339.995,450,2556.94,0.767513,2495.99,0.695145
4112989839222741,145,349.998,450,2558.22,0.610112,2498.18,0.511645
4112993757221229,145,360,450,2559.76,0.692885,2500,0.556507
4113020937222315,225,0,450,2557.15,0.623259,2505.43,0.718203
4113024855223359,225,9.99298,450,2559.73,2.13151,2505.37,2.25787
4113028773222062,225,19.9953,450,2561.65,0.910451,2506.63,1.15668
4113032691221870,225,29.9977,450,2563.85,0.557057,2507.53,0.496415
4113036609223201,225,40,450,2566.28,0.532573,2508.12,0.57631
4113040527223429,225,49.993,450,2569.26,0.596889,2508.33,0.731703
4113044445224208,225,59.9953,450,2571.72,0.591849,2507.97,0.674634
4113048363222180,225,69.9977,450,2574.19,0.615732,2507.09,0.626634
4113052281221339,225,80,450,2576.34,0.627278,2505.81,0.666354
4113056199223343,225,89.993,450,2578.4,0.606607,2504.24,0.538357
4113060117222382,225,99.9953,450,2580.02,0.561299,2502.12,0.561795
4113064035223174,225,109.998,450,2581.15,0.760599,2500.1,0.835392
4113067953220977,225,120,450,2582.05,0.623683,2497.88,0.795632
4113071871223473,225,129.993,450,2582.54,0.722414,2495.62,0.84602
4113075789222848,225,139.995,450,2582.65,0.722482,2493.37,0.766427
4113079707223399,225,149.998,450,2582.21,1.23266,2490.91,1.74066
4113083625223015,225,160,450,2581.94,1.87114,2488.97,2.03932
4113087543223866,225,169.993,450,2580.81,0.718014,2486.8,0.756288
4113091461224514,225,179.995,450,2579.28,0.698978,2484.69,0.710411
4113095379223001,225,189.998,450,2577.28,0.630353,2482.82,0.600865
4113099297222485,225,200,450,2575.11,0.938896,2481.29,0.701053
4113103217222981,225,209.993,450,2572.8,0.768421,2480.09,0.765277
4113107135223341,225,219.995,450,2569.99,0.734814,2479.27,0.770972
4113111053222032,225,229.998,450,2567.29,0.669833,2478.99,0.572634
4113114971223340,225,240,450,2564.65,0.729606,2479.52,0.779878
4113118889223447,225,249.993,450,2561.96,0.800512,2480.16,0.617885
4113122807221479,225,259.995,450,2559.75,0.854769,2481.56,0.701625
4113126725222150,225,269.998,450,2558.27,1.20281,2483.71,1.2628
4113130643223650,225,280,450,2556.47,0.980515,2485.46,0.822105
4113134561222209,225,289.993,450,2555.16,0.923349,2487.54,0.755728
4113138479221237,225,299.995,450,2554.23,0.680808,2489.76,0.73002
4113142397224356,225,309.998,450,2553.71,0.664457,2492.22,0.557472
4113146315222232,225,320,450,2553.37,0.642663,2494.72,0.573286
4113150233221679,225,329.993,450,2553.89,0.628323,2497.17,0.704632
4113154151222771,225,339.995,450,2554.75,0.593324,2499.46,0.648892
4113158069224006,225,349.998,450,2555.99,0.632552,2501.69,0.617659
4113161987222626,225,360,450,2557.51,0.583217,2503.4,0.740287
4113189169221929,305,0,450,2560.65,1.03086,2506.47,0.902192
4113193087223104,305,9.99298,450,2563.3,1.86598,2506.94,1.87153
4113197005221568,305,19.9953,450,2565.52,1.41659,2507.99,1.32061
4113200923221483,305,29.9977,450,2567.67,0.721826,2508.79,0.845382
4113204841222119,305,40,450,2570.17,0.769184,2509.39,0.649616
4113208759221626,305,49.993,450,2572.89,0.978825,2509.53,0.834114
4113212677221794,305,59.9953,450,2575.31,0.826062,2509.06,0.773605
4113216595221265,305,69.9977,450,2577.63,0.735561,2508.07,0.606382
4113220513223113,305,80,450,2579.97,0.887084,2506.86,0.704209
4113224431224060,305,89.993,450,2581.99,0.823118,2505.25,0.660997
4113228349221528,305,99.9953,450,2583.67,1.11977,2503.32,0.805297
4113232267223771,305,109.998,450,2584.91,1.33219,2501.48,1.01968
4113236185224407,305,120,450,2585.64,1.09213,2499.17,1.02629
4113240103222606,305,129.993,450,2586.12,1.37583,2496.91,1.05561
4113244021222954,305,139.995,450,2586.21,1.14638,2494.72,1.15722
4113247939222809,305,149.998,450,2585.96,2.6776,2492.46,2.2521
4113251857223685,305,160,450,2585.06,2.93907,2490.31,1.91659
4113255775224200,305,169.993,450,2584.08,1.02474,2487.97,0.915423
4113259693221259,305,179.995,450,2582.54,0.931689,2485.71,0.749054
4113263611223815,305,189.998,450,2580.8,0.855318,2483.9,0.747316
4113267529224438,305,200,450,2578.44,1.10463,2482.26,0.811166
4113271447224306,305,209.993,450,2576.01,1.11061,2481.03,0.744981
4113275365221869,305,219.995,450,2573.43,0.899022,2480.33,0.76043
4113279283223261,305,229.998,450,2570.66,0.96371,2480.12,0.680998
4113283201224232,305,240,450,2567.88,1.01178,2480.52,0.793788
4113287119223524,305,249.993,450,2565.45,0.977152,2481.37,0.649253
4113291037221339,305,259.995,450,2563.5,1.04201,2483.06,0.69505
4113294955221099,305,269.998,450,2561.73,1.28798,2484.86,0.852906
4113298873222334,305,280,450,2560.06,1.05674,2486.68,0.723778
4113302791223318,305,289.993,450,2558.61,1.1546,2488.67,0.719518
4113306709222141,305,299.995,450,2557.93,0.856763,2491.05,0.785183
4113310627224517,305,309.998,450,2557.24,1.16154,2493.33,0.577953
4113314545222788,305,320,450,2557.28,0.757551,2495.82,0.600483
4113318463221504,305,329.993,450,2557.74,0.875516,2498.24,0.697829
4113322381221875,305,339.995,450,2558.6,0.973239,2500.53,0.794724
4113326299221479,305,349.998,450,2559.89,0.733596,2502.81,0.627663
4113330217224274,305,360,450,2561.47,0.808913,2504.54,0.70197
4113357397222949,385,0,450,2567.96,1.19953,2506.86,0.947383
4113361315222672,385,9.99298,450,2570.42,2.23032,2507.56,2.28035
4113365233223740,385,19.9953,450,2572.65,1.5193,2508.66,1.46207
4113369151221411,385,29.9977,450,2574.9,1.03086,2509.16,1.19042
4113373069221590,385,40,450,2577.31,0.864207,2509.44,0.67081
4113376987222466,385,49.993,450,2579.77,1.03373,2509.37,0.966311
4113380905222753,385,59.9953,450,2582.48,1.04121,2509.03,0.743149
4113384823221709,385,69.9977,450,2584.83,0.85997,2508.09,0.680805
4113388741221360,385,80,450,2587.05,0.951511,2506.87,0.828461
4113392659223748,385,89.993,450,2589.04,0.946835,2505.15,0.63072
4113396577222475,385,99.9953,450,2590.49,2.11571,2503.28,0.931674
4113400495223195,385,109.998,450,2591.73,2.1035,2501.43,1.20221
4113404413223266,385,120,450,2592.75,1.60253,2499.24,1.03744
4113408331221550,385,129.993,450,2593.26,1.98111,2497.14,1.0925
4113412249222257,385,139.995,450,2593.31,2.25541,2494.78,1.47256
4113416167223637,385,149.998,450,2593.13,4.40229,2492.67,2.48952
4113420085224884,385,160,450,2592.22,2.26835,2490.26,1.72834
4113424003222088,385,169.993,450,2591.2,1.48507,2487.81,1.21012
4113427921224559,385,179.995,450,2589.65,1.19709,2485.63,0.717979
4113431839222075,385,189.998,450,2587.78,1.06729,2483.67,0.960026
4113435757221066,385,200,450,2585.44,1.38752,2482.02,1.08923
4113439675223622,385,209.993,450,2583.07,1.36898,2480.88,0.957527
4113443593222241,385,219.995,450,2580.4,0.933714,2480.16,0.862295
4113447511224437,385,229.998,450,2577.7,1.24514,2479.92,0.636393
4113451429223512,385,240,450,2575.08,1.33333,2480.72,1.17236
4113455347221124,385,249.993,450,2572.58,1.17287,2481.47,0.851547
4113459265223415,385,259.995,450,2570.6,1.53479,2483.18,0.749592
4113463183222419,385,269.998,450,2568.46,1.92647,2484.68,1.20925
4113467103223095,385,280,450,2566.94,1.25239,2486.62,0.884874
4113471021224066,385,289.993,450,2565.7,1.99781,2488.79,1.03221
4113474939223046,385,299.995,450,2564.74,1.79215,2491.14,1.03002
4113478857221725,385,309.998,450,2564.15,1.90376,2493.64,1.03631
4113482777221646,385,320,450,2564.16,1.30586,2496.06,0.861439
4113486695223625,385,329.993,450,2564.62,1.65631,2498.41,0.901325
4113490613224033,385,339.995,450,2565.98,1.71899,2501,1.1196
4113494531222028,385,349.998,450,2567.13,1.34083,2502.94,0.982074
4113498449222052,385,360,450,2568.72,1.69076,2504.74,1.19269
4113525631222051,465,0,450,2563.52,2.37107,2506.75,1.97617
4113529549222494,465,9.99298,450,2565.58,3.23194,2507.96,3.23479
4113533467222542,465,19.9953,450,2567.85,2.47373,2509.07,2.25479
4113537385221941,465,29.9977,450,2570.5,2.15804,2509.62,1.83501
4113541303224197,465,40,450,2572.96,2.11021,2509.66,1.46156
4113545221222600,465,49.993,450,2575.59,2.2229,2509.4,1.44989
4113549139223344,465,59.9953,450,2578.06,2.16762,2508.83,1.35828
4113553057221183,465,69.9977,450,2580.47,1.72695,2508,1.35826
4113556977223768,465,80,450,2582.64,2.20619,2506.68,1.71023
4113560895221175,465,89.993,450,2584.71,1.98362,2505.21,1.36094
4113564813223035,465,99.9953,450,2586.05,3.03674,2503.36,1.73889
4113568731224066,465,109.998,450,2587.39,3.15496,2501.54,1.85948
4113572649221822,465,120,450,2588.12,3.09,2499.08,2.19703
4113576567223249,465,129.993,450,2588.42,4.0101,2496.87,1.71232
4113580485223645,465,139.995,450,2589.09,3.46581,2495.1,1.86892
4113584403223008,465,149.998,450,2588.27,3.69217,2492.43,2.35266
4113588321222360,465,160,450,2587.41,2.52156,2490.06,1.78329
4113592239222911,465,169.993,450,2586.9,2.72689,2488.01,1.73407
4113596157223223,465,179.995,450,2585.59,1.93411,2485.99,1.45622
4113600075224446,465,189.998,450,2583.35,2.23357,2483.73,1.65015
4113603993221325,465,200,450,2580.93,2.44496,2482.06,1.95046
4113607911223725,465,209.993,450,2579.39,2.2914,2481.49,1.50149
4113611829223604,465,219.995,450,2576.29,2.32426,2480.46,1.93386
4113615747221516,465,229.998,450,2572.52,2.70616,2479.35,1.82534
4113619665221143,465,240,450,2570.99,2.16963,2480.67,1.67792
4113623583223483,465,249.993,450,2568.12,2.06787,2481.3,1.54571
4113627501221418,465,259.995,450,2566.1,3.0573,2482.92,2.41099
4113631419222342,465,269.998,450,2564.07,2.25123,2484.4,1.52771
4113635337222521,465,280,450,2562.89,2.35511,2486.65,1.61506
4113639255222329,465,289.993,450,2561.35,3.24856,2488.58,2.20839
4113643173223528,465,299.995,450,2560.2,2.54457,2491,2.03088
4113647091224248,465,309.998,450,2560.02,3.05264,2493.52,1.4148
4113651009224043,465,320,450,2560.2,2.09884,2496.09,1.39811
4113654927221367,465,329.993,450,2560.69,3.19318,2498.35,1.31849
4113658845223214,465,339.995,450,2561.46,2.59377,2500.7,1.59439
4113662763223598,465,349.998,450,2562.71,1.74866,2502.76,1.35566
4113666681222805,465,360,450,2564.19,2.29583,2504.46,1.85524
4113702689222466,-15,0,600,2569.4,1.07198,2496.77,0.801535
4113706607222538,-15,9.99298,600,2570.95,2.54028,2497.41,1.92479
4113710525224121,-15,19.9953,600,2572.86,1.63851,2498.13,1.52175
4113714443224036,-15,29.9977,600,2575.28,1.5148,2499.12,0.940859
