Sensys Flugate FL3-2
Time [ns],rho [mm],phi [mm],z [mm],Bx [nT],BxStdDev [nT],By [nT],ByStdDev [nT],Bz [nT],BzStdDev [nT]
1345830507395925,0,0,0,-198.65,0.232823,-525.312,1.8732,-270.014,0.917296
1345837011396192,0,0,0,-199.068,0.23379,-523.657,1.55189,-269.298,0.86018
1345843515393820,0,0,0,-199.25,0.190299,-522.631,0.269892,-268.853,0.25761
1345850019394711,0,0,0,-199.217,0.205656,-523.588,0.737452,-268.983,0.526369
1345856523396527,0,0,0,-199.377,0.239655,-525.998,1.76786,-269.993,1.15269
1345863027395150,0,0,0,-199.477,0.290555,-522.817,0.305514,-267.907,0.259789
1345869529394477,0,0,0,-199.233,0.218197,-523.158,0.289457,-267.613,0.320386
1345876031395076,0,0,0,-199.433,0.214759,-525.122,1.95261,-269.085,1.01679
1345882535394431,0,0,0,-199.605,0.224598,-524.13,1.69135,-268.44,0.85817
1345889039394711,0,0,0,-199.798,0.252338,-522.814,0.384913,-267.488,0.32106
1345895541396761,0,0,0,-200.269,0.190254,-522.415,0.33483,-267.307,0.267078
1345902043396616,0,0,0,-200.344,0.204015,-525.735,1.37313,-269.187,0.760622
1345908547395791,0,0,0,-200.613,0.243008,-522.162,0.355801,-267.269,0.352212
1345915051395219,0,0,0,-200.993,0.211189,-521.893,0.356665,-267.303,0.32855
1345921553395830,0,0,0,-201.019,0.192785,-523.994,1.65106,-267.998,0.963693
1345928055394388,0,0,0,-201.005,0.193622,-523.368,1.7464,-267.588,0.880662
1345934559396420,0,0,0,-201.129,0.181835,-521.958,0.258576,-266.895,0.269245
1345941063394047,0,0,0,-201.306,0.217592,-521.595,0.572333,-266.907,0.377813
1345947567395071,0,0,0,-201.389,0.191823,-525.656,1.29931,-268.841,0.692306
1345954071396862,0,0,0,-201.574,0.201317,-522.201,0.299368,-267.11,0.25276
