Inclinometer Kelag KQS901-51Q
Time [ns],rho [mm],phi [mm],z [mm],Along X [mDegree],Along X StdDev [mDegree],Along Y [mDegree],Along Y StdDev [mDegree]
4111902061222859,305,0,750,2560.58,0.678608,2505.71,0.54347
4111905979222702,305,9.99298,750,2562.55,0.777391,2506.63,0.603482
4111909897223146,305,19.9953,750,2564.71,0.852093,2507.81,0.559856
4111913815222629,305,29.9977,750,2566.94,0.6586,2508.98,0.490117
4111917733221429,305,40,750,2569.59,0.719194,2509.44,0.552314
4111921651224320,305,49.993,750,2572.28,0.67073,2509.77,0.70533
4111925569221872,305,59.9953,750,2575.26,0.691203,2509.32,0.558636
4111929487223443,305,69.9977,750,2577.85,0.739836,2508.3,0.707843
4111933405223911,305,80,750,2580.27,0.619672,2506.35,0.470008
4111937323223298,305,89.993,750,2582.11,0.634564,2504.05,0.613236
4111941241221594,305,99.9953,750,2583.61,0.831322,2501.57,0.720163
4111945159222817,305,109.998,750,2584.66,0.733054,2498.92,0.669199
4111949077221293,305,120,750,2585.21,0.706657,2496.24,0.618056
4111952995222480,305,129.993,750,2585.21,1.02443,2494.24,1.01621
4111956913221508,305,139.995,750,2585.03,0.759864,2492.21,0.86832
4111960831222491,305,149.998,750,2584.58,0.883164,2490.5,0.936117
4111964749222335,305,160,750,2583.91,1.19347,2488.14,1.12334
4111968667223222,305,169.993,750,2582.73,0.99199,2485.74,0.73397
4111972585221302,305,179.995,750,2581.24,1.1714,2483.69,0.837188
4111976503221265,305,189.998,750,2579.31,0.906634,2481.5,0.629894
4111980421222861,305,200,750,2576.96,1.11582,2479.68,0.808082
4111984339222920,305,209.993,750,2574.39,1.02399,2478.34,0.527668
4111988257222224,305,219.995,750,2571.61,0.990422,2477.55,0.527474
4111992175221635,305,229.998,750,2568.75,0.95888,2477.74,1.02237
4111996093222715,305,240,750,2566.2,0.909307,2479.04,1.17518
4112000011221694,305,249.993,750,2564.06,1.03391,2480.2,0.519732
4112003929223373,305,259.995,750,2561.83,0.944504,2481.34,0.642813
4112007847223553,305,269.998,750,2560.05,0.972603,2482.96,0.902286
4112011765221932,305,280,750,2558.75,0.901421,2484.88,0.875661
4112015683224416,305,289.993,750,2557.45,0.862148,2486.99,0.593325
4112019601222747,305,299.995,750,2556.33,0.700892,2489.41,0.51342
4112023519222507,305,309.998,750,2555.69,0.810147,2491.71,0.665197
4112027437223226,305,320,750,2555.55,0.957171,2494.29,0.54154
4112031355223106,305,329.993,750,2556.14,0.762784,2497.68,0.900359
4112035273224065,305,339.995,750,2557.1,0.784889,2500.13,0.638903
4112039191221761,305,349.998,750,2559.03,1.04623,2502.98,1.03268
4112043109223824,305,360,750,2560.58,0.899087,2504.72,0.782241
4112070289221515,385,0,750,2566.85,1.03225,2506.56,1.16394
4112074207222078,385,9.99298,750,2569.02,1.01677,2507.59,1.2909
4112078125221586,385,19.9953,750,2571.33,1.22028,2508.37,0.999533
4112082043221537,385,29.9977,750,2573.78,1.06452,2509.27,0.624444
4112085961223277,385,40,750,2576.58,0.905182,2509.62,0.540699
4112089879222136,385,49.993,750,2579.26,0.811059,2509.78,0.770587
4112093797223756,385,59.9953,750,2582.05,0.911433,2509.51,0.602669
