Inclinometer Kelag KQS901-51Q
Time [ns],rho [mm],phi [mm],z [mm],Along X [mDegree],Along X StdDev [mDegree],Along Y [mDegree],Along Y StdDev [mDegree]
4112097715224427,385,69.9977,750,2584.79,0.91363,2508.49,0.710008
4112101633223131,385,80,750,2587.15,0.96391,2506.5,0.673997
4112105551221990,385,89.993,750,2589.23,1.13131,2504.22,0.666188
4112109469224198,385,99.9953,750,2590.68,1.41912,2501.54,0.870903
4112113387221473,385,109.998,750,2591.84,1.16121,2498.93,0.794746
4112117305223980,385,120,750,2592.33,1.24,2496.51,0.724382
4112121223221472,385,129.993,750,2592.29,1.4926,2494.78,1.06926
4112125141222647,385,139.995,750,2592.18,1.79933,2492.47,1.4547
4112129059222119,385,149.998,750,2591.89,1.14875,2490.46,1.05539
4112132977222286,385,160,750,2591.32,1.43308,2488.01,0.771344
4112136895224062,385,169.993,750,2589.9,1.50453,2485.31,1.07686
4112140813222345,385,179.995,750,2588.28,1.42245,2483.06,0.944729
4112144731222429,385,189.998,750,2586.43,0.990395,2481.03,0.847417
4112148649223928,385,200,750,2584.19,1.48271,2479.48,1.29
4112152567221540,385,209.993,750,2581.67,1.35189,2478.21,0.724657
4112156485224395,385,219.995,750,2578.96,1.13093,2477.25,0.764032
4112160403223315,385,229.998,750,2575.99,1.59027,2477.73,1.1057
4112164321221310,385,240,750,2573.62,1.63041,2478.67,1.07501
4112168239222690,385,249.993,750,2571.36,1.43865,2479.95,0.849198
4112172157221789,385,259.995,750,2569.34,1.8582,2481.62,0.943702
4112176075223457,385,269.998,750,2567.6,1.98882,2483.08,0.800897
4112179993224164,385,280,750,2566.09,1.34116,2484.75,1.21724
4112183911222628,385,289.993,750,2564.5,1.53558,2486.87,0.821486
4112187829222111,385,299.995,750,2563.21,1.23864,2489.49,0.736798
4112191747221751,385,309.998,750,2562.65,1.79332,2491.58,0.7845
4112195665221054,385,320,750,2562.38,1.49757,2494.14,0.696814
4112199583222218,385,329.993,750,2562.96,1.42141,2497.42,0.915284
4112203501222973,385,339.995,750,2564.07,1.37916,2499.97,0.964666
4112207419223729,385,349.998,750,2565.74,1.3918,2502.72,1.17395
4112211337223524,385,360,750,2567.57,1.17243,2504.82,0.815128
4112238517223806,465,0,750,2562.25,1.8905,2506.43,1.65475
4112242435222402,465,9.99298,750,2564.32,2.47449,2507.33,2.70422
4112246353223973,465,19.9953,750,2567.13,1.85799,2508.53,1.90106
4112250271221273,465,29.9977,750,2569.3,1.6894,2509.2,0.950307
4112254189224284,465,40,750,2572.04,1.29017,2509.65,0.939659
4112258107221416,465,49.993,750,2574.86,1.14355,2509.71,1.0465
4112262025222459,465,59.9953,750,2577.62,1.42103,2509.31,0.836632
4112265943223527,465,69.9977,750,2580.36,1.38374,2508.11,0.949817
4112269861224138,465,80,750,2582.74,1.17479,2506.12,1.08648
4112273779222794,465,89.993,750,2584.75,1.96226,2503.81,0.968926
4112277697221413,465,99.9953,750,2586.41,2.23845,2501.28,1.07248
4112281615223105,465,109.998,750,2587.28,2.43965,2499,1.48957
4112285533222288,465,120,750,2587.67,1.91108,2496.01,0.930481
4112289451224400,465,129.993,750,2587.82,1.98199,2494.09,1.22736
4112293369224219,465,139.995,750,2587.8,2.91923,2492.03,0.87727
4112297287221519,465,149.998,750,2587.63,2.51237,2490.54,1.12887
4112301205224158,465,160,750,2586.64,2.30729,2487.79,1.07223
4112305123222058,465,169.993,750,2585.71,2.79648,2485.39,1.57738
4112309041223653,465,179.995,750,2583.94,1.76557,2482.98,1.1617
4112312959221961,465,189.998,750,2582.14,1.41506,2480.92,1.28835
4112316877221072,465,200,750,2579.83,2.28409,2479.15,1.49512
4112320795223052,465,209.993,750,2577.03,1.57547,2477.73,1.02289
4112324713223831,465,219.995,750,2574.59,1.86213,2476.92,1.01792
4112328631223831,465,229.998,750,2571.63,1.82744,2477.59,0.805149
4112332549223710,465,240,750,2568.8,1.96666,2478.11,0.855626
4112336467222749,465,249.993,750,2566.87,1.38895,2479.75,1.30892
4112340385221837,465,259.995,750,2565.05,2.73457,2481.49,1.63815
4112344303224476,465,269.998,750,2563.16,2.46272,2482.76,1.08474
4112348221224188,465,280,750,2561.75,1.55162,2484.56,1.45313
4112352139222435,465,289.993,750,2559.59,2.0852,2487.21,1.36226
4112356057221859,465,299.995,750,2558.86,2.03086,2489.23,0.925685
4112359975221354,465,309.998,750,2558.3,2.71009,2491.27,0.802933
4112363893222638,465,320,750,2557.96,2.08137,2494.06,0.956862
4112367811223585,465,329.993,750,2558.49,1.85319,2497.15,1.04317
4112371729222193,465,339.995,750,2559.74,2.32806,2500.05,1.31825
4112375647223284,465,349.998,750,2561.3,1.67359,2502.57,1.3641
4112379565224304,465,360,750,2562.95,1.60782,2504.71,1.2714
