Sensys Flugate FL3-2
Time [ns],rho [mm],phi [mm],z [mm],Bx [nT],BxStdDev [nT],By [nT],ByStdDev [nT],Bz [nT],BzStdDev [nT]
3087633232634564,-15,179.986,300,2587.03,0.756433,2483.15,0.565551,-0.0171461,0.016338
3087646208633221,-10,179.986,300,2587.76,0.781286,2483.29,0.605504,-0.0164523,0.0162128
3087660334635208,-5,179.986,300,2587.12,0.74371,2483.21,0.581407,-0.0162821,0.0158622
3087675326633721,0,179.986,300,2587.61,0.825301,2483.48,0.608507,-0.0158687,0.0166636
3087691428632720,5,179.986,300,2587.57,0.795145,2483.66,0.572129,-0.0169387,0.0160787
3087708596635850,10,179.986,300,2587.85,0.827738,2483.87,0.595174,-0.019093,0.0155936
3087726872633004,15,179.986,300,2587.48,0.862418,2483.99,0.608534,-0.0177026,0.0163377
3087746016632330,20,179.986,300,2586.92,0.872183,2484.12,0.612418,-0.0193148,0.0170739
3087766268632520,25,179.986,300,2585.76,0.836568,2483.82,0.592244,-0.0178714,0.0165447
3087787594632637,30,179.986,300,2582.14,0.850883,2483.16,0.611982,-0.0183191,0.0158119
3087809792634600,35,179.986,300,2582.05,0.912485,2482.96,0.633783,-0.0162334,0.0170656
3087833090632355,40,179.986,300,2581.8,0.852967,2482.85,0.582465,-0.0173821,0.0166635
3087857494635445,45,179.986,300,2582.11,0.985107,2482.72,0.675485,-0.0176697,0.0160933
3087882966634980,50,179.986,300,2582.45,0.854025,2482.69,0.584262,-0.0156341,0.0155613
3087909346634169,55,179.986,300,2581.97,0.948018,2482.75,0.67796,-0.0159101,0.0162186
3087936792635618,60,179.986,300,2581.23,1.00243,2482.99,0.837148,-0.0143294,0.0152631
3087965348634599,65,179.986,300,2580.39,0.857888,2483.19,0.608467,-0.0142364,0.0154765
3087994770635328,70,179.986,300,2580.23,0.848554,2483.5,0.608912,-0.0124083,0.0161924
3088025260635490,75,179.986,300,2579.87,0.767021,2483.8,0.564867,-0.0146284,0.016051
3088056862634437,80,179.986,300,2579.84,0.784186,2484.04,0.56061,-0.0163393,0.0156863
3088089328635343,85,179.986,300,2580.22,0.692451,2484.22,0.513358,-0.0142164,0.0144935
3088122902633175,90,179.986,300,2580.01,0.729627,2484.74,0.521794,-0.0139503,0.015387
3088157544635110,95,179.986,300,2580.08,0.671948,2484.92,0.498861,-0.0131078,0.0162916
3088193254635073,100,179.986,300,2579.5,0.619063,2485.06,0.472879,-0.0142951,0.0157884
3088229868633949,105,179.986,300,2579.82,0.585652,2485.5,0.474067,-0.0155153,0.0164412
3088267572632816,110,179.986,300,2578.96,0.6199,2485.99,0.496705,-0.0146484,0.0163312
3088306348635458,115,179.986,300,2578.13,0.572567,2486.11,0.469223,-0.0155153,0.0167109
3088345990634340,120,179.986,300,2578.94,0.572606,2486.36,0.462039,-0.0167556,0.015581
3088386744633890,125,179.986,300,2580.82,0.604282,2486.68,0.48455,-0.0179214,0.0161127
3088428606633560,130,179.986,300,2580.54,0.67074,2486.69,0.531352,-0.0156212,0.0165287
3088471536635723,135,179.986,300,2580.6,0.758054,2486.95,0.557713,-0.0176554,0.0171079
3088515332635265,140,179.986,300,2578.46,0.799291,2487.23,0.55542,-0.0154881,0.0162575
3088560218633563,145,179.986,300,2576.38,1.09133,2487.67,0.733414,-0.0138216,0.0160661
3088606220633583,150,179.986,300,2575.67,1.10119,2487.34,0.728399,-0.0152335,0.0161316
3088653080633003,155,179.986,300,2577.96,1.53949,2487.51,0.962869,-0.0159588,0.0158092
3088701042635648,160,179.986,300,2581.32,1.57017,2487.58,0.985731,-0.0130677,0.0169378
3088750072633094,165,179.986,300,2582.1,1.95615,2487.81,1.19845,-0.0146556,0.015812
3088800024635340,170,179.986,300,2583.6,1.92366,2487.95,1.17079,-0.0127087,0.0152331
3088851056635238,175,179.986,300,2584,2.21429,2488.01,1.33633,-0.00944137,0.0157914
3088903178635234,180,179.986,300,2584.11,2.45908,2488.18,1.49248,-0.0128818,0.0155793
3088956378634592,185,179.986,300,2584.39,2.46351,2488.49,1.48607,-0.0154095,0.0158928
3089010484634859,190,179.986,300,2584.28,2.95697,2488.58,1.79997,-0.0145984,0.0155788
3089065650635416,195,179.986,300,2584.72,2.87687,2488.92,1.77166,-0.0130863,0.0158599
3089121918634482,200,179.986,300,2584.47,3.73801,2489.09,2.31746,-0.0176067,0.0167845
3089179088634459,205,179.986,300,2584.11,3.28874,2489.27,2.08429,-0.0156927,0.0158215
3089237334633469,210,179.986,300,2583.11,6.973,2489.25,4.80789,-0.0161362,0.0154327
3089296666633541,215,179.986,300,2578.97,4.17458,2489.05,2.76683,-0.0142479,0.0162757
3089356888634530,220,179.986,300,2579.43,3.79644,2489.18,2.40205,-0.015089,0.0154846
3089418198633778,225,179.986,300,2580.19,3.15904,2489.43,1.94467,-0.0166225,0.0161252
3089480594635395,230,179.986,300,2581.47,3.00595,2489.57,1.82384,-0.0157313,0.0147924
3089544096632614,235,179.986,300,2582.74,2.62448,2489.82,1.60387,-0.0150661,0.0158375
3089608486635043,240,179.986,300,2583.51,2.09881,2490.03,1.294,-0.0133166,0.0153162
3089673964635634,245,179.986,300,2584.13,1.88398,2490.11,1.16286,-0.016295,0.0165326
3089740524633773,250,179.986,300,2583.31,1.32098,2489.91,0.846834,-0.0171547,0.0163415
3089807980635328,255,179.986,300,2583.12,1.06309,2489.85,0.711803,-0.0153036,0.0155556
3089876502635663,260,179.986,300,2582.14,0.736418,2489.63,0.551552,-0.015202,0.0174976
3089946132633802,265,179.986,300,2581.61,0.602965,2489.5,0.47325,-0.01895,0.0167888
3090016872633410,270,179.986,300,2581.64,0.6605,2489.04,0.504184,-0.0123925,0.0156149
3090088522635472,275,179.986,300,2582.17,0.84523,2489,0.594483,-0.0170817,0.0154482
3090161238633278,280,179.986,300,2582.74,0.901101,2488.77,0.654694,-0.0157857,0.0171307
3090235020635577,285,179.986,300,2583.04,0.857472,2488.57,0.593708,-0.0175481,0.0158879
