Sensys Flugate FL3-2
Time [ns],rho [mm],phi [mm],z [mm],Bx [nT],BxStdDev [nT],By [nT],ByStdDev [nT],Bz [nT],BzStdDev [nT]
1359218718811575,0,0,0,90.0394,0.194917,-787.839,0.331899,-410.021,0.22374
1359220202810910,0,0,0,89.8847,0.157544,-787.362,0.404323,-410.208,0.27261
1359221414811872,0,0,0,89.874,0.196747,-787.774,0.28393,-410.158,0.248706
1359222606809353,0,0,0,89.2819,0.644772,-785.81,3.28678,-409.005,1.56463
1359223792809315,0,0,0,88.3753,0.203364,-781.44,0.371199,-406.769,0.228669
1359225004810949,0,0,0,88.386,0.173785,-781.407,0.461776,-406.944,0.321866
1359226218809624,0,0,0,88.3964,0.191963,-781.449,0.414453,-406.637,0.231455
1359227400809480,0,0,0,88.4944,0.169261,-781.1,0.409111,-406.653,0.303831
1359228620809838,0,0,0,88.5916,0.187481,-781.022,0.509252,-406.528,0.275612
1359229818810297,0,0,0,88.5226,0.182306,-781.417,0.454495,-406.432,0.270263
1359231000811749,0,0,0,88.6958,0.201928,-781,0.468974,-406.546,0.340872
1359232186810284,0,0,0,88.4811,0.203139,-780.742,0.429144,-406.29,0.30576
1359233356810459,0,0,0,88.4031,0.171398,-780.724,0.53382,-406.37,0.294204
1359234510809407,0,0,0,88.4581,0.190725,-780.803,0.568767,-406.285,0.309049
1359235694810840,0,0,0,88.3828,0.167093,-781.281,0.47664,-406.57,0.299164
1359236898809370,0,0,0,88.5007,0.186397,-781.7,0.304558,-406.655,0.249698
1359238102809340,0,0,0,88.486,0.172059,-781.616,0.510922,-406.923,0.320562
1359239302811077,0,0,0,88.4598,0.179194,-781.565,0.517599,-407.228,0.34122
1359240510808609,0,0,0,89.1835,0.739224,-784.736,3.29998,-408.702,1.88422
1359241720810646,0,0,0,90.0829,0.17546,-788.584,0.370338,-410.784,0.232241
1359242908811057,0,0,0,90.1351,0.205907,-788.415,0.38451,-410.717,0.271514
1359244128810022,0,0,0,90.2298,0.194488,-788.201,0.425878,-410.505,0.243198
1359245334808857,0,0,0,90.2512,0.223678,-788.165,0.409745,-410.454,0.289511
1359246522811812,0,0,0,88.6381,0.197382,-781.378,0.564193,-406.93,0.281356
1359247730809548,0,0,0,88.5233,0.189195,-781.167,0.612459,-407.03,0.332101
1359248940810349,0,0,0,88.5264,0.216576,-781.107,0.622015,-406.947,0.262776
1359250136809052,0,0,0,88.4723,0.178252,-781.166,0.516011,-406.832,0.320299
1359251338811573,0,0,0,88.515,0.25829,-780.99,0.498115,-407.008,0.314629
1359252530809750,0,0,0,88.5683,0.172158,-781.165,0.500004,-406.847,0.30647
1359253734809732,0,0,0,88.4428,0.170453,-780.712,0.574809,-406.994,0.33272
1359254934808925,0,0,0,88.438,0.219269,-780.735,0.676801,-406.653,0.379617
1359256128808991,0,0,0,88.4039,0.224143,-780.884,0.564543,-406.936,0.3818
1359257334810502,0,0,0,88.3691,0.185562,-780.221,0.573489,-406.614,0.312657
1359258550811185,0,0,0,88.3214,0.202997,-780.093,0.535479,-406.61,0.324124
1359259738809724,0,0,0,88.4249,0.221383,-780.171,0.505655,-406.63,0.322875
1359260942809815,0,0,0,88.3859,0.205139,-780.069,0.52692,-406.442,0.36377
