Sensys Flugate FL3-2
Time [ns],rho [mm],phi [mm],z [mm],Bphi [nT],BphiStdDev [nT],Bz [nT],BzStdDev [nT],Brho [nT],BrhoStdDev [nT]
77148415025205,0,0,575,-8.88442,0.0414779,-3.54184,0.0533898,-9.55489,0.0530397
77152835023650,0,9.99298,575,-9.10134,0.0352058,-3.54935,0.0501646,-9.48815,0.0502897
77157255025407,0,19.9953,575,-9.31814,0.0454152,-3.54864,0.061411,-9.55995,0.0437949
77161675023048,0,29.9977,575,-9.54557,0.0357329,-3.57771,0.056693,-9.57632,0.0401168
77166095025105,0,40,575,-9.72034,0.0371469,-3.52297,0.0556679,-9.72163,0.0414264
77170515025254,0,49.993,575,-9.94581,0.0380846,-3.55504,0.0511052,-9.79583,0.0502485
77174935025799,0,59.9953,575,-10.1229,0.0385138,-3.50878,0.0526674,-9.96759,0.0438886
77179355023896,0,69.9977,575,-10.2673,0.0443083,-3.56434,0.0470833,-10.2052,0.0459554
77183775023673,0,80,575,-10.413,0.0326083,-3.61146,0.0522193,-10.3469,0.0489071
77188195024914,0,89.993,575,-10.4342,0.0362574,-3.60692,0.0501682,-10.5927,0.0467583
77192615025219,0,99.9953,575,-10.4583,0.0330915,-3.54894,0.0597115,-10.8182,0.0496413
77197035024444,0,109.998,575,-10.4296,0.0336312,-3.58482,0.0494884,-11.0347,0.0441493
77201455024545,0,120,575,-10.364,0.0398977,-3.54305,0.0485838,-11.2646,0.054252
77205875024658,0,129.993,575,-10.2783,0.0312212,-3.59062,0.0643167,-11.4926,0.0463804
77210295023499,0,139.995,575,-10.1331,0.0509222,-3.59508,0.0543651,-11.687,0.0532476
77214715025268,0,149.998,575,-9.91621,0.039428,-3.59149,0.0462628,-11.8719,0.0502719
77219135025394,0,160,575,-9.74641,0.0361079,-3.49694,0.0490196,-11.9488,0.0420518
77223555025771,0,169.993,575,-9.53465,0.0305926,-3.51986,0.0445724,-11.9919,0.0572531
77227975025044,0,179.995,575,-9.31582,0.0383894,-3.48651,0.0474138,-12.0706,0.0438807
77232395025301,0,189.998,575,-9.07042,0.0298707,-3.54079,0.0630578,-12.1211,0.0480187
77236815025882,0,200,575,-8.84071,0.04047,-3.46332,0.0459403,-12.0265,0.0476709
77241235025155,0,209.993,575,-8.64019,0.0345468,-3.49569,0.0438157,-11.9688,0.049743
77245655022796,0,219.995,575,-8.50318,0.0398632,-3.57551,0.0556207,-11.8732,0.0475855
77250075025825,0,229.998,575,-8.29041,0.0358346,-3.5082,0.0506529,-11.7035,0.0474967
77254495025002,0,240,575,-8.11016,0.0378503,-3.5151,0.0568626,-11.6444,0.0536267
77258915025955,0,249.993,575,-8.05187,0.0337921,-3.56806,0.0398138,-11.4368,0.0423897
77263335024928,0,259.995,575,-7.95252,0.0325627,-3.57285,0.0497081,-11.2208,0.0510984
77267755023313,0,269.998,575,-7.87087,0.0340954,-3.56344,0.051459,-10.9928,0.0445767
77272175024554,0,280,575,-7.88418,0.0404105,-3.51714,0.0576586,-10.8199,0.0435052
77276595026083,0,289.993,575,-7.83133,0.04436,-3.53275,0.0490842,-10.5821,0.0500516
77281015024504,0,299.995,575,-7.86654,0.0410565,-3.46518,0.0600447,-10.3664,0.0557868
77285435025817,0,309.998,575,-7.97251,0.0431301,-3.60824,0.0477937,-10.1943,0.0482071
77289855024946,0,320,575,-8.07145,0.0356604,-3.60873,0.0547738,-10.0188,0.0506761
77294275025803,0,329.993,575,-8.22797,0.0375394,-3.57759,0.0704223,-9.84901,0.0427691
77298695025401,0,339.995,575,-8.37877,0.0370551,-3.46109,0.0481657,-9.6448,0.0517904
77303115025310,0,349.998,575,-8.515,0.0378418,-3.49652,0.0479194,-9.57824,0.0485508
77307535024211,0,360,575,-8.78092,0.0344334,-3.5158,0.0489093,-9.51023,0.0524972
77335217023046,0,0,575,-8.78364,0.0422219,-3.58257,0.0489482,-9.58852,0.0530587
77373117023214,500,0,575,-9.60575,0.0429083,-3.68071,0.045836,-9.62669,0.0558329
77377537025691,500,9.99298,575,-9.78167,0.0345069,-3.77406,0.0521837,-9.92912,0.0513648
77381957023680,500,19.9953,575,-9.82251,0.0385038,-3.69206,0.0613839,-10.1992,0.053092
77386377025101,500,29.9977,575,-9.74047,0.0370357,-3.65577,0.0592306,-10.3695,0.0482802
77390797023030,500,40,575,-9.64351,0.0328843,-3.5656,0.0586228,-10.4776,0.0469492
77395217023011,500,49.993,575,-9.48461,0.0432412,-3.62167,0.0565513,-10.5584,0.054907
77399637024264,500,59.9953,575,-9.41531,0.0365372,-3.56937,0.0486496,-10.5341,0.0478233
77404057024101,500,69.9977,575,-9.41093,0.0419949,-3.5925,0.0501252,-10.421,0.0468843
77408477025415,500,80,575,-9.41452,0.0380694,-3.58247,0.0492837,-10.3285,0.0546781
77412897024664,500,89.993,575,-9.51582,0.0390828,-3.48428,0.0748181,-10.2423,0.059673
77417317024177,500,99.9953,575,-9.62565,0.0377443,-3.53443,0.0605827,-10.1821,0.0403614
77421737023222,500,109.998,575,-9.80508,0.0440458,-3.45865,0.0612785,-10.2708,0.0640436
77426157025207,500,120,575,-10.0078,0.0385728,-3.4668,0.048743,-10.3741,0.0428001
77430577026220,500,129.993,575,-10.1934,0.0438601,-3.41847,0.0498441,-10.4802,0.0532657
77434997026117,500,139.995,575,-10.3164,0.0431243,-3.42954,0.0559026,-10.7515,0.0515398
77439417025294,500,149.998,575,-10.4066,0.0340236,-3.41341,0.061156,-11.0344,0.0563652
77443837023931,500,160,575,-10.4585,0.0563199,-3.36391,0.0694242,-11.4227,0.0526016
77448257024776,500,169.993,575,-10.3213,0.0327818,-3.39741,0.0511529,-11.8307,0.0497296
77452677022849,500,179.995,575,-10.1012,0.0363316,-3.41711,0.0628589,-12.1648,0.0450641
77457097025626,500,189.998,575,-9.76454,0.037171,-3.45041,0.0624025,-12.5034,0.053234
77461517023639,500,200,575,-9.32934,0.0351046,-3.44605,0.0517171,-12.7788,0.0488696
77465937023920,500,209.993,575,-8.82326,0.0348493,-3.50389,0.0542727,-12.8284,0.0456084
77470357024549,500,219.995,575,-8.29059,0.0302068,-3.51622,0.0524657,-12.711,0.049836
77474777023822,500,229.998,575,-7.82975,0.0321659,-3.52455,0.0530764,-12.4992,0.0506484
77479197022987,500,240,575,-7.50702,0.0340634,-3.59367,0.0610004,-12.1462,0.0450766
77483617024444,500,249.993,575,-7.21567,0.0358985,-3.51978,0.0730399,-11.7325,0.0471634
77488037026046,500,259.995,575,-7.19483,0.0381758,-3.49677,0.0547888,-11.2146,0.0544698
77492457023699,500,269.998,575,-7.2029,0.0358251,-3.48463,0.0502509,-10.805,0.054711
77496877023296,500,280,575,-7.2581,0.0422714,-3.44725,0.0554695,-10.5221,0.0611635
77501297023757,500,289.993,575,-7.356,0.0494266,-3.44689,0.0511769,-10.0912,0.0645788
77505717024326,500,299.995,575,-7.56032,0.0426762,-3.47791,0.0475964,-9.65369,0.0518392
77510137025303,500,309.998,575,-7.85038,0.0334485,-3.5213,0.0517593,-9.34147,0.0615024
77514557023784,500,320,575,-8.19209,0.0560359,-3.52918,0.0575516,-9.17236,0.0621282
77518977024017,500,329.993,575,-8.63447,0.0448709,-3.48612,0.0515847,-9.08193,0.0539252
77523397025786,500,339.995,575,-9.06925,0.0475852,-3.63831,0.0500214,-9.20745,0.050257
77527817022851,500,349.998,575,-9.39574,0.0374937,-3.62213,0.05184,-9.36323,0.0465195
77532237024332,500,360,575,-9.69102,0.0418523,-3.68227,0.0604492,-9.62574,0.0448093
77559919024500,500,0,575,-9.72381,0.0377941,-3.68946,0.0573275,-9.55878,0.04761
77581185024447,756.993,0,575,-10.1034,0.052604,-3.74864,0.0489732,-9.62311,0.0536377
77585605024308,756.993,9.99298,575,-10.3356,0.0391866,-3.76453,0.0633729,-9.84984,0.0504638
77590025023113,756.993,19.9953,575,-10.384,0.0422277,-3.76137,0.053026,-10.6416,0.0641665
77594445022950,756.993,29.9977,575,-9.90822,0.0425862,-3.59274,0.0561397,-11.0936,0.0456532
77598865025271,756.993,40,575,-9.57491,0.0364437,-3.45905,0.0499041,-11.1114,0.0573037
77603285025828,756.993,49.993,575,-9.22418,0.0351415,-3.47911,0.0693979,-10.9872,0.0474815
77607705023145,756.993,59.9953,575,-9.06043,0.0396946,-3.57568,0.0453658,-10.8503,0.055266
77612125023306,756.993,69.9977,575,-8.97069,0.0336242,-3.59626,0.0577513,-10.682,0.0549713
77616545025207,756.993,80,575,-8.96053,0.0415034,-3.57061,0.0525767,-10.3731,0.0467656
77620965024348,756.993,89.993,575,-9.07475,0.0344813,-3.54748,0.0464685,-10.1465,0.052096
77625385023550,756.993,99.9953,575,-9.28544,0.035089,-3.50549,0.0590668,-9.97624,0.0459272
77629805023435,756.993,109.998,575,-9.62897,0.0343141,-3.44031,0.052037,-9.94182,0.0539736
77634225026020,756.993,120,575,-9.9805,0.0380801,-3.45494,0.0557578,-10.0424,0.0521015
77638645026277,756.993,129.993,575,-10.2123,0.0356786,-3.40209,0.0525962,-10.2534,0.0482321
77643065023858,756.993,139.995,575,-10.4263,0.0353131,-3.34463,0.0544287,-10.4529,0.0517942
77647485023479,756.993,149.998,575,-10.666,0.0368577,-3.22197,0.0441282,-10.6144,0.0470845
77651905024108,756.993,160,575,-11.0078,0.0394685,-3.1207,0.0508886,-11.2462,0.0427391
77656325024293,756.993,169.993,575,-10.7116,0.0373275,-3.09249,0.0773782,-12.0492,0.0482652
77660745025342,756.993,179.995,575,-10.3022,0.0381471,-3.17302,0.0568797,-12.1584,0.0511613
77665165024987,756.993,189.998,575,-10.3782,0.0349268,-3.27181,0.0460389,-12.4798,0.0496766
77669585024008,756.993,200,575,-9.63077,0.0341042,-3.27023,0.0517119,-13.5802,0.0489238
77674005022897,756.993,209.993,575,-8.60062,0.0403361,-3.30965,0.0548918,-13.0528,0.0579401
77678425024378,756.993,219.995,575,-8.3137,0.0410851,-3.33677,0.0625618,-12.7956,0.0451615
77682845025451,756.993,229.998,575,-7.86676,0.0356866,-3.34767,0.0469856,-13.0015,0.0464095
77687265023380,756.993,240,575,-6.88097,0.0406001,-3.35598,0.0490043,-12.9115,0.0378671
77691685025713,756.993,249.993,575,-6.29104,0.0366345,-3.35464,0.0543545,-11.4196,0.0473567
77696105025850,756.993,259.995,575,-7.06447,0.0365042,-3.40723,0.0582058,-10.4806,0.0488536
77700525024895,756.993,269.998,575,-7.43731,0.0345981,-3.40754,0.0450654,-10.8091,0.0575317
77704945024876,756.993,280,575,-7.09541,0.0352004,-3.36663,0.0489362,-11.0971,0.0681816
77709365024786,756.993,289.993,575,-6.53489,0.0437364,-3.24053,0.0597572,-10.1913,0.0511404
77713785023603,756.993,299.995,575,-7.17654,0.0321821,-3.35535,0.0471126,-8.97817,0.0447548
77718205025732,756.993,309.998,575,-7.88049,0.0510283,-3.53684,0.0550905,-8.98867,0.0489385
77722625026253,756.993,320,575,-8.187,0.0383142,-3.58809,0.0446959,-9.19193,0.0492554
77727045025322,756.993,329.993,575,-8.26981,0.0375809,-3.64896,0.0675051,-8.85923,0.0599337
77731465023359,756.993,339.995,575,-9.35738,0.0527826,-3.63411,0.0568363,-8.40549,0.0549646
77735885024000,756.993,349.998,575,-10.005,0.0423188,-3.67746,0.0537432,-9.33331,0.0497597
77740305025217,756.993,360,575,-9.97871,0.047935,-3.66876,0.0613432,-9.65308,0.0657124
77767985023645,756.993,0,575,-9.99952,0.0365001,-3.72902,0.043087,-9.6006,0.0518752
