Sensys Flugate FL3-2
Time [ns],rho [mm],phi [mm],z [mm],Bx [nT],BxStdDev [nT],By [nT],ByStdDev [nT],Bz [nT],BzStdDev [nT]
1192945471138174,0,0,0,-230.707,0.205761,-1219.72,0.374315,-494.219,0.266728
1192948475140365,0,0,0,-230.754,0.190609,-1220.43,0.390204,-494.513,0.26593
1192951479139676,0,0,0,-231.033,0.192118,-1220.33,0.395652,-494.46,0.256907
1192954483139779,0,0,0,-230.747,0.201534,-1220.81,0.393577,-494.757,0.247716
1192957487139510,0,0,0,-230.931,0.167593,-1221.35,0.441978,-494.667,0.223047
1192960489138612,0,0,0,-230.819,0.203749,-1220.59,0.395648,-494.443,0.194978
1192963491137270,0,0,0,-230.685,0.207437,-1220.46,0.418642,-494.493,0.251181
1192966493140644,0,0,0,-230.724,0.195672,-1220.07,0.428795,-494.589,0.305681
1192969495138330,0,0,0,-230.73,0.197108,-1219.42,0.328435,-494.184,0.235032
1192972497137792,0,0,0,-230.847,0.209105,-1219.74,0.416383,-494.153,0.271129
1192975499138430,0,0,0,-230.719,0.172249,-1219.63,0.400596,-493.838,0.264925
1192978501139776,0,0,0,-230.507,0.2105,-1217.64,0.40099,-493.174,0.220748
1192981505139327,0,0,0,-230.603,0.186091,-1216.88,0.45946,-492.908,0.303872
1192984507137949,0,0,0,-230.908,0.195935,-1216.48,0.588103,-492.848,0.241002
1192987509138419,0,0,0,-230.545,0.234556,-1216.41,0.473685,-492.721,0.329159
1192990511139117,0,0,0,-230.347,0.227007,-1215.7,0.443207,-492.589,0.193207
1192993513137979,0,0,0,-230.27,0.161031,-1214.49,0.404064,-491.879,0.263031
1192996515138245,0,0,0,-230.305,0.237743,-1213.2,4.11863,-491.372,1.73288
1192999517139819,0,0,0,-230.364,0.186482,-1204.58,0.442168,-488.057,0.264584
1193002519140205,0,0,0,-230.099,0.218607,-1205.69,0.446998,-488.481,0.294359
1193005521137795,0,0,0,-230.22,0.210403,-1205.89,0.369249,-488.493,0.220675
1193008523138085,0,0,0,-230.49,0.17753,-1207.97,0.541073,-489.556,0.325681
1193011525138003,0,0,0,-230.598,0.277519,-1208.32,0.348437,-489.8,0.284364
1193014527138293,0,0,0,-230.43,0.185324,-1207.44,0.34276,-489.134,0.272095
1193017529139447,0,0,0,-230.455,0.193612,-1207.7,0.395138,-489.438,0.25342
1193020531140457,0,0,0,-230.624,0.17849,-1209.13,1.10193,-490.178,0.423143
1193023533138887,0,0,0,-230.643,0.206536,-1216.84,0.385294,-493.074,0.236108
1193026535137533,0,0,0,-230.807,0.183884,-1216.76,0.339514,-493.133,0.239467
1193029537140727,0,0,0,-230.695,0.206581,-1216.83,0.372578,-493.026,0.223236
1193032539140489,0,0,0,-230.856,0.216576,-1217,0.3378,-493.131,0.225186
1193035541138643,0,0,0,-230.806,0.217821,-1217.88,0.352756,-493.521,0.18589
1193038543137649,0,0,0,-230.79,0.174364,-1217.91,0.360858,-493.071,0.276862
1193041545137843,0,0,0,-230.561,0.177365,-1217.72,0.356547,-493.073,0.219618
1193044547138217,0,0,0,-230.581,0.181393,-1216.62,0.389507,-492.532,0.268306
1193047549139995,0,0,0,-230.653,0.172015,-1216.74,0.33399,-492.968,0.268256
1193050551138749,0,0,0,-230.782,0.244341,-1217.75,0.501938,-493.037,0.26409
1193053553137887,0,0,0,-230.816,0.193187,-1217.24,0.344936,-492.868,0.284041
1193056555139797,0,0,0,-230.953,0.220384,-1217.17,0.394058,-492.875,0.202392
1193059557139043,0,0,0,-231.073,0.18977,-1216.7,0.376254,-492.953,0.247174
1193062559139969,0,0,0,-230.744,0.149897,-1217.37,0.402826,-492.99,0.254504
1193065561137511,0,0,0,-230.725,0.20576,-1217.55,0.39468,-492.996,0.197897
1193068563137453,0,0,0,-230.62,0.178217,-1208.45,0.35734,-489.221,0.228429
1193071567140244,0,0,0,-230.469,0.182988,-1207.7,0.463894,-489.132,0.235165
1193074569138854,0,0,0,-230.517,0.272686,-1207.36,0.374179,-489.106,0.258287
1193077571138628,0,0,0,-230.415,0.196713,-1207.58,0.400661,-488.825,0.287273
1193080573137490,0,0,0,-230.395,0.236298,-1208.12,0.370666,-489.235,0.286943
1193083575140048,0,0,0,-230.464,0.228404,-1207.72,0.422694,-488.841,0.265741
1193086579139082,0,0,0,-230.215,0.189995,-1207.02,0.398315,-488.734,0.290852
1193089581138568,0,0,0,-230.344,0.181563,-1207.5,0.434906,-489.111,0.307437
1193092583137274,0,0,0,-230.857,0.28884,-1214.7,4.02771,-491.997,1.58401
1193095585139748,0,0,0,-231.213,0.182782,-1217.86,0.362697,-493.474,0.313374
1193098587139018,0,0,0,-231.022,0.213762,-1217.38,0.382447,-493.153,0.198308
1193101589139236,0,0,0,-230.878,0.180875,-1217.1,0.363841,-492.912,0.270676
1193104593138355,0,0,0,-230.929,0.236784,-1216.92,0.375415,-492.896,0.245596
1193107595140673,0,0,0,-230.853,0.214514,-1217.01,0.342457,-492.745,0.242603
1193110597137543,0,0,0,-231.055,0.180289,-1216.88,0.355823,-492.891,0.269019
1193113599140101,0,0,0,-230.598,0.183293,-1216.7,0.423711,-492.805,0.272778
1193116601138219,0,0,0,-230.947,0.240661,-1217.47,0.398055,-493.485,0.188867
1193119605140542,0,0,0,-230.981,0.198319,-1217.95,0.378557,-493.518,0.235599
1193122607139380,0,0,0,-230.679,0.215833,-1217.61,0.498655,-493.374,0.247359
1193125609140390,0,0,0,-230.881,0.219528,-1218.11,0.372576,-493.637,0.184325
1193128611140740,0,0,0,-230.858,0.206714,-1217.79,0.302509,-493.448,0.239674
1193131613140022,0,0,0,-230.862,0.229146,-1218.15,0.357378,-493.382,0.210425
1193134615138416,0,0,0,-230.897,0.202222,-1217.92,0.41859,-493.476,0.248648
1193137617140002,0,0,0,-230.824,0.16762,-1217.82,0.376544,-493.555,0.245921
1193140619140652,0,0,0,-230.666,0.201721,-1217.55,0.39431,-493.295,0.207144
1193143621140150,0,0,0,-230.882,0.165693,-1217.61,0.410126,-493.452,0.245594
1193146623139192,0,0,0,-231.036,0.221948,-1218.48,0.462031,-493.774,0.238934
1193149625139722,0,0,0,-230.867,0.181262,-1218.41,0.393197,-493.715,0.262687
1193152627137624,0,0,0,-230.791,0.246591,-1218.34,0.391522,-493.856,0.258561
1193155629139006,0,0,0,-230.874,0.276629,-1217.78,0.537498,-493.968,0.265772
1193158631140412,0,0,0,-231.07,0.234654,-1217.64,0.589786,-493.638,0.281963
1193161633139370,0,0,0,-230.862,0.175612,-1217.56,0.528264,-493.713,0.245755
1193164635139888,0,0,0,-230.708,0.198131,-1217.07,0.387072,-493.541,0.219141
1193167637140538,0,0,0,-230.74,0.230562,-1217.19,0.530317,-493.643,0.275148
